ID,2022_Value
103_X_Picknpay,0.0
103_X_Sasol,0.0
103_X_Ssw,0.0
103_X_Tongaat,0.0
103_X_Uct1&2,0.0
1040_X_Absa,0.0
1040_X_Clicks,0.0
1040_X_Distell,0.0
1040_X_Impala,0.0
1040_X_Oceana1&2,0.0
1040_X_Picknpay,0.0
1040_X_Sasol,0.0
1040_X_Ssw,0.0
1040_X_Tongaat,0.0
1040_X_Uct1&2,0.0
1041_X_Absa,0.0
1041_X_Clicks,0.0
1041_X_Distell,0.0
1041_X_Impala,0.0
1041_X_Oceana1&2,0.0
1041_X_Picknpay,0.0
1041_X_Sasol,0.0
1041_X_Ssw,0.0
1041_X_Tongaat,0.0
1041_X_Uct1&2,0.0
1042_X_Absa,0.0
1042_X_Clicks,0.0
1042_X_Distell,0.0
1042_X_Impala,0.0
1042_X_Oceana1&2,0.0
1042_X_Picknpay,0.0
1042_X_Sasol,0.0
1042_X_Ssw,0.0
1042_X_Tongaat,0.0
1042_X_Uct1&2,0.0
1043_X_Absa,0.0
1043_X_Clicks,0.0
1043_X_Distell,0.0
1043_X_Impala,0.0
1043_X_Oceana1&2,0.0
1043_X_Picknpay,0.0
1043_X_Sasol,0.0
1043_X_Ssw,0.0
1043_X_Tongaat,0.0
1043_X_Uct1&2,0.0
1044_X_Absa,0.0
1044_X_Clicks,0.0
1044_X_Distell,0.0
1044_X_Impala,0.0
1044_X_Oceana1&2,0.0
1044_X_Picknpay,0.0
1044_X_Sasol,0.0
1044_X_Ssw,0.0
1044_X_Tongaat,0.0
1044_X_Uct1&2,0.0
1045_X_Absa,0.0
1045_X_Clicks,0.0
1045_X_Distell,0.0
1045_X_Impala,0.0
1045_X_Oceana1&2,0.0
1045_X_Picknpay,0.0
1045_X_Sasol,0.0
1045_X_Ssw,0.0
1045_X_Tongaat,0.0
1045_X_Uct1&2,0.0
1046_X_Absa,0.0
1046_X_Clicks,0.0
1046_X_Distell,0.0
1046_X_Impala,0.0
1046_X_Oceana1&2,0.0
1046_X_Picknpay,0.0
1046_X_Sasol,0.0
1046_X_Ssw,0.0
1046_X_Tongaat,0.0
1046_X_Uct1&2,0.0
1047_X_Absa,0.0
1047_X_Clicks,0.0
1047_X_Distell,0.0
1047_X_Impala,0.0
1047_X_Oceana1&2,0.0
1047_X_Picknpay,0.0
1047_X_Sasol,0.0
1047_X_Ssw,0.0
1047_X_Tongaat,0.0
1047_X_Uct1&2,0.0
1048_X_Absa,0.0
1048_X_Clicks,0.0
1048_X_Distell,0.0
1048_X_Impala,0.0
1048_X_Oceana1&2,0.0
1048_X_Picknpay,0.0
1048_X_Sasol,0.0
1048_X_Ssw,0.0
1048_X_Tongaat,0.0
1048_X_Uct1&2,0.0
1049_X_Absa,0.0
1049_X_Clicks,0.0
1049_X_Distell,0.0
1049_X_Impala,0.0
1049_X_Oceana1&2,0.0
1049_X_Picknpay,0.0
1049_X_Sasol,0.0
1049_X_Ssw,0.0
1049_X_Tongaat,0.0
1049_X_Uct1&2,0.0
104_X_Absa,0.0
104_X_Clicks,0.0
104_X_Distell,0.0
104_X_Impala,0.0
104_X_Oceana1&2,0.0
104_X_Picknpay,0.0
104_X_Sasol,0.0
104_X_Ssw,0.0
104_X_Tongaat,0.0
104_X_Uct1&2,0.0
1050_X_Absa,0.0
1050_X_Clicks,0.0
1050_X_Distell,0.0
1050_X_Impala,0.0
1050_X_Oceana1&2,0.0
1050_X_Picknpay,0.0
1050_X_Sasol,0.0
1050_X_Ssw,0.0
1050_X_Tongaat,0.0
1050_X_Uct1&2,0.0
1051_X_Absa,0.0
1051_X_Clicks,0.0
1051_X_Distell,0.0
1051_X_Impala,0.0
1051_X_Oceana1&2,0.0
1051_X_Picknpay,0.0
1051_X_Sasol,0.0
1051_X_Ssw,0.0
1051_X_Tongaat,0.0
1051_X_Uct1&2,0.0
1052_X_Absa,0.0
1052_X_Clicks,0.0
1052_X_Distell,0.0
1052_X_Impala,0.0
1052_X_Oceana1&2,0.0
1052_X_Picknpay,0.0
1052_X_Sasol,0.0
1052_X_Ssw,0.0
1052_X_Tongaat,0.0
1052_X_Uct1&2,0.0
1053_X_Absa,0.0
1053_X_Clicks,0.0
1053_X_Distell,0.0
1053_X_Impala,0.0
1053_X_Oceana1&2,0.0
1053_X_Picknpay,0.0
1053_X_Sasol,0.0
1053_X_Ssw,0.0
1053_X_Tongaat,0.0
1053_X_Uct1&2,0.0
1054_X_Absa,0.0
1054_X_Clicks,0.0
1054_X_Distell,0.0
1054_X_Impala,0.0
1054_X_Oceana1&2,0.0
1054_X_Picknpay,0.0
1054_X_Sasol,0.0
1054_X_Ssw,0.0
1054_X_Tongaat,0.0
1054_X_Uct1&2,0.0
1055_X_Absa,0.0
1055_X_Clicks,0.0
1055_X_Distell,0.0
1055_X_Impala,0.0
1055_X_Oceana1&2,0.0
1055_X_Picknpay,0.0
1055_X_Sasol,0.0
1055_X_Ssw,0.0
1055_X_Tongaat,0.0
1055_X_Uct1&2,0.0
105_X_Absa,0.0
105_X_Clicks,0.0
105_X_Distell,0.0
105_X_Impala,0.0
105_X_Oceana1&2,0.0
105_X_Picknpay,0.0
105_X_Sasol,0.0
105_X_Ssw,0.0
105_X_Tongaat,0.0
105_X_Uct1&2,0.0
1070_X_Absa,0.0
1070_X_Clicks,0.0
1070_X_Distell,0.0
1070_X_Impala,0.0
1070_X_Oceana1&2,0.0
1070_X_Picknpay,0.0
1070_X_Sasol,0.0
1070_X_Ssw,0.0
1070_X_Tongaat,0.0
1070_X_Uct1&2,0.0
109_X_Absa,0.0
109_X_Clicks,0.0
109_X_Distell,0.0
109_X_Impala,0.0
109_X_Oceana1&2,0.0
109_X_Picknpay,0.0
109_X_Sasol,0.0
109_X_Ssw,0.0
109_X_Tongaat,0.0
109_X_Uct1&2,0.0
10_X_Absa,0.0
10_X_Clicks,0.0
10_X_Distell,0.0
10_X_Impala,0.0
10_X_Oceana1&2,0.0
10_X_Picknpay,0.0
10_X_Sasol,0.0
10_X_Ssw,0.0
10_X_Tongaat,0.0
10_X_Uct1&2,0.0
110_X_Absa,0.0
110_X_Clicks,0.0
110_X_Distell,0.0
110_X_Impala,0.0
110_X_Oceana1&2,0.0
110_X_Picknpay,0.0
110_X_Sasol,0.0
110_X_Ssw,0.0
110_X_Tongaat,0.0
110_X_Uct1&2,0.0
111_X_Absa,0.0
111_X_Clicks,0.0
111_X_Distell,0.0
111_X_Impala,0.0
111_X_Oceana1&2,0.0
111_X_Picknpay,0.0
111_X_Sasol,0.0
111_X_Ssw,0.0
111_X_Tongaat,0.0
111_X_Uct1&2,0.0
112_X_Absa,0.0
112_X_Clicks,0.0
112_X_Distell,0.0
112_X_Impala,0.0
112_X_Oceana1&2,0.0
112_X_Picknpay,0.0
112_X_Sasol,0.0
112_X_Ssw,0.0
112_X_Tongaat,0.0
112_X_Uct1&2,0.0
113_X_Absa,0.0
113_X_Clicks,0.0
113_X_Distell,0.0
113_X_Impala,0.0
113_X_Oceana1&2,0.0
113_X_Picknpay,0.0
113_X_Sasol,0.0
113_X_Ssw,0.0
113_X_Tongaat,0.0
113_X_Uct1&2,0.0
114_X_Absa,0.0
114_X_Clicks,0.0
114_X_Distell,0.0
114_X_Impala,0.0
114_X_Oceana1&2,0.0
114_X_Picknpay,0.0
114_X_Sasol,0.0
114_X_Ssw,0.0
114_X_Tongaat,0.0
114_X_Uct1&2,0.0
115_X_Absa,0.0
115_X_Clicks,0.0
115_X_Distell,0.0
115_X_Impala,0.0
115_X_Oceana1&2,0.0
115_X_Picknpay,0.0
115_X_Sasol,0.0
115_X_Ssw,0.0
115_X_Tongaat,0.0
115_X_Uct1&2,0.0
116_X_Absa,0.0
116_X_Clicks,0.0
116_X_Distell,0.0
116_X_Impala,0.0
116_X_Oceana1&2,0.0
116_X_Picknpay,0.0
116_X_Sasol,0.0
116_X_Ssw,0.0
116_X_Tongaat,0.0
116_X_Uct1&2,0.0
118_X_Absa,0.0
118_X_Clicks,0.0
118_X_Distell,0.0
118_X_Impala,0.0
118_X_Oceana1&2,0.0
118_X_Picknpay,0.0
118_X_Sasol,0.0
118_X_Ssw,0.0
118_X_Tongaat,0.0
118_X_Uct1&2,0.0
119_X_Absa,0.0
119_X_Clicks,0.0
119_X_Distell,0.0
119_X_Impala,0.0
119_X_Oceana1&2,0.0
119_X_Picknpay,0.0
119_X_Sasol,0.0
119_X_Ssw,0.0
119_X_Tongaat,0.0
119_X_Uct1&2,0.0
11_X_Absa,0.0
11_X_Clicks,0.0
11_X_Distell,0.0
11_X_Impala,0.0
11_X_Oceana1&2,0.0
11_X_Picknpay,0.0
11_X_Sasol,0.0
11_X_Ssw,0.0
11_X_Tongaat,0.0
11_X_Uct1&2,0.0
120_X_Absa,0.0
120_X_Clicks,0.0
120_X_Distell,0.0
120_X_Impala,0.0
120_X_Oceana1&2,0.0
120_X_Picknpay,0.0
120_X_Sasol,0.0
120_X_Ssw,0.0
120_X_Tongaat,0.0
120_X_Uct1&2,0.0
121_X_Absa,0.0
121_X_Clicks,0.0
121_X_Distell,0.0
121_X_Impala,0.0
121_X_Oceana1&2,0.0
121_X_Picknpay,0.0
121_X_Sasol,0.0
121_X_Ssw,0.0
121_X_Tongaat,0.0
121_X_Uct1&2,0.0
122_X_Absa,0.0
122_X_Clicks,0.0
122_X_Distell,0.0
122_X_Impala,0.0
122_X_Oceana1&2,0.0
122_X_Picknpay,0.0
122_X_Sasol,0.0
122_X_Ssw,0.0
122_X_Tongaat,0.0
122_X_Uct1&2,0.0
123_X_Absa,0.0
123_X_Clicks,0.0
123_X_Distell,0.0
123_X_Impala,0.0
123_X_Oceana1&2,0.0
123_X_Picknpay,0.0
123_X_Sasol,0.0
123_X_Ssw,0.0
123_X_Tongaat,0.0
123_X_Uct1&2,0.0
124_X_Absa,0.0
124_X_Clicks,0.0
124_X_Distell,0.0
124_X_Impala,0.0
124_X_Oceana1&2,0.0
124_X_Picknpay,0.0
124_X_Sasol,0.0
124_X_Ssw,0.0
124_X_Tongaat,0.0
124_X_Uct1&2,0.0
125_X_Absa,0.0
125_X_Clicks,0.0
125_X_Distell,0.0
125_X_Impala,0.0
125_X_Oceana1&2,0.0
125_X_Picknpay,0.0
125_X_Sasol,0.0
125_X_Ssw,0.0
125_X_Tongaat,0.0
125_X_Uct1&2,0.0
126_X_Absa,0.0
126_X_Clicks,0.0
126_X_Distell,0.0
126_X_Impala,0.0
126_X_Oceana1&2,0.0
126_X_Picknpay,0.0
126_X_Sasol,0.0
126_X_Ssw,0.0
126_X_Tongaat,0.0
126_X_Uct1&2,0.0
128_X_Absa,0.0
128_X_Clicks,0.0
128_X_Distell,0.0
128_X_Impala,0.0
128_X_Oceana1&2,0.0
128_X_Picknpay,0.0
128_X_Sasol,0.0
128_X_Ssw,0.0
128_X_Tongaat,0.0
128_X_Uct1&2,0.0
129_X_Absa,0.0
129_X_Clicks,0.0
129_X_Distell,0.0
129_X_Impala,0.0
129_X_Oceana1&2,0.0
129_X_Picknpay,0.0
129_X_Sasol,0.0
129_X_Ssw,0.0
129_X_Tongaat,0.0
129_X_Uct1&2,0.0
12_X_Absa,0.0
12_X_Clicks,0.0
12_X_Distell,0.0
12_X_Impala,0.0
12_X_Oceana1&2,0.0
12_X_Picknpay,0.0
12_X_Sasol,0.0
12_X_Ssw,0.0
12_X_Tongaat,0.0
12_X_Uct1&2,0.0
130_X_Absa,0.0
130_X_Clicks,0.0
130_X_Distell,0.0
130_X_Impala,0.0
130_X_Oceana1&2,0.0
130_X_Picknpay,0.0
130_X_Sasol,0.0
130_X_Ssw,0.0
130_X_Tongaat,0.0
130_X_Uct1&2,0.0
132_X_Absa,0.0
132_X_Clicks,0.0
132_X_Distell,0.0
132_X_Impala,0.0
132_X_Oceana1&2,0.0
132_X_Picknpay,0.0
132_X_Sasol,0.0
132_X_Ssw,0.0
132_X_Tongaat,0.0
132_X_Uct1&2,0.0
133_X_Absa,0.0
133_X_Clicks,0.0
133_X_Distell,0.0
133_X_Impala,0.0
133_X_Oceana1&2,0.0
133_X_Picknpay,0.0
133_X_Sasol,0.0
133_X_Ssw,0.0
133_X_Tongaat,0.0
133_X_Uct1&2,0.0
134_X_Absa,0.0
134_X_Clicks,0.0
134_X_Distell,0.0
134_X_Impala,0.0
134_X_Oceana1&2,0.0
134_X_Picknpay,0.0
134_X_Sasol,0.0
134_X_Ssw,0.0
134_X_Tongaat,0.0
134_X_Uct1&2,0.0
135_X_Absa,0.0
135_X_Clicks,0.0
135_X_Distell,0.0
135_X_Impala,0.0
135_X_Oceana1&2,0.0
135_X_Picknpay,0.0
135_X_Sasol,0.0
135_X_Ssw,0.0
135_X_Tongaat,0.0
135_X_Uct1&2,0.0
136_X_Absa,0.0
136_X_Clicks,0.0
136_X_Distell,0.0
136_X_Impala,0.0
136_X_Oceana1&2,0.0
136_X_Picknpay,0.0
136_X_Sasol,0.0
136_X_Ssw,0.0
136_X_Tongaat,0.0
136_X_Uct1&2,0.0
137_X_Absa,0.0
137_X_Clicks,0.0
137_X_Distell,0.0
137_X_Impala,0.0
137_X_Oceana1&2,0.0
137_X_Picknpay,0.0
137_X_Sasol,0.0
137_X_Ssw,0.0
137_X_Tongaat,0.0
137_X_Uct1&2,0.0
138_X_Absa,0.0
138_X_Clicks,0.0
138_X_Distell,0.0
138_X_Impala,0.0
138_X_Oceana1&2,0.0
138_X_Picknpay,0.0
138_X_Sasol,0.0
138_X_Ssw,0.0
138_X_Tongaat,0.0
138_X_Uct1&2,0.0
13_X_Absa,0.0
13_X_Clicks,0.0
13_X_Distell,0.0
13_X_Impala,0.0
13_X_Oceana1&2,0.0
13_X_Picknpay,0.0
13_X_Sasol,0.0
13_X_Ssw,0.0
13_X_Tongaat,0.0
13_X_Uct1&2,0.0
141_X_Absa,0.0
141_X_Clicks,0.0
141_X_Distell,0.0
141_X_Impala,0.0
141_X_Oceana1&2,0.0
141_X_Picknpay,0.0
141_X_Sasol,0.0
141_X_Ssw,0.0
141_X_Tongaat,0.0
141_X_Uct1&2,0.0
142_X_Absa,0.0
142_X_Clicks,0.0
142_X_Distell,0.0
142_X_Impala,0.0
142_X_Oceana1&2,0.0
142_X_Picknpay,0.0
142_X_Sasol,0.0
142_X_Ssw,0.0
142_X_Tongaat,0.0
142_X_Uct1&2,0.0
143_X_Absa,0.0
143_X_Clicks,0.0
143_X_Distell,0.0
143_X_Impala,0.0
143_X_Oceana1&2,0.0
143_X_Picknpay,0.0
143_X_Sasol,0.0
143_X_Ssw,0.0
143_X_Tongaat,0.0
143_X_Uct1&2,0.0
144_X_Absa,0.0
144_X_Clicks,0.0
144_X_Distell,0.0
144_X_Impala,0.0
144_X_Oceana1&2,0.0
144_X_Picknpay,0.0
144_X_Sasol,0.0
144_X_Ssw,0.0
144_X_Tongaat,0.0
144_X_Uct1&2,0.0
145_X_Absa,0.0
145_X_Clicks,0.0
145_X_Distell,0.0
145_X_Impala,0.0
145_X_Oceana1&2,0.0
145_X_Picknpay,0.0
145_X_Sasol,0.0
145_X_Ssw,0.0
145_X_Tongaat,0.0
145_X_Uct1&2,0.0
146_X_Absa,0.0
146_X_Clicks,0.0
146_X_Distell,0.0
146_X_Impala,0.0
146_X_Oceana1&2,0.0
146_X_Picknpay,0.0
146_X_Sasol,0.0
146_X_Ssw,0.0
146_X_Tongaat,0.0
146_X_Uct1&2,0.0
148_X_Absa,0.0
148_X_Clicks,0.0
148_X_Distell,0.0
148_X_Impala,0.0
148_X_Oceana1&2,0.0
148_X_Picknpay,0.0
148_X_Sasol,0.0
148_X_Ssw,0.0
148_X_Tongaat,0.0
148_X_Uct1&2,0.0
14_X_Absa,0.0
14_X_Clicks,0.0
14_X_Distell,0.0
14_X_Impala,0.0
14_X_Oceana1&2,0.0
14_X_Picknpay,0.0
14_X_Sasol,0.0
14_X_Ssw,0.0
14_X_Tongaat,0.0
14_X_Uct1&2,0.0
150_X_Absa,0.0
150_X_Clicks,0.0
150_X_Distell,0.0
150_X_Impala,0.0
150_X_Oceana1&2,0.0
150_X_Picknpay,0.0
150_X_Sasol,0.0
150_X_Ssw,0.0
150_X_Tongaat,0.0
150_X_Uct1&2,0.0
151_X_Absa,0.0
151_X_Clicks,0.0
151_X_Distell,0.0
151_X_Impala,0.0
151_X_Oceana1&2,0.0
151_X_Picknpay,0.0
151_X_Sasol,0.0
151_X_Ssw,0.0
151_X_Tongaat,0.0
151_X_Uct1&2,0.0
153_X_Absa,0.0
153_X_Clicks,0.0
153_X_Distell,0.0
153_X_Impala,0.0
153_X_Oceana1&2,0.0
153_X_Picknpay,0.0
153_X_Sasol,0.0
153_X_Ssw,0.0
153_X_Tongaat,0.0
153_X_Uct1&2,0.0
154_X_Absa,0.0
154_X_Clicks,0.0
154_X_Distell,0.0
154_X_Impala,0.0
154_X_Oceana1&2,0.0
154_X_Picknpay,0.0
154_X_Sasol,0.0
154_X_Ssw,0.0
154_X_Tongaat,0.0
154_X_Uct1&2,0.0
156_X_Absa,0.0
156_X_Clicks,0.0
156_X_Distell,0.0
156_X_Impala,0.0
156_X_Oceana1&2,0.0
156_X_Picknpay,0.0
156_X_Sasol,0.0
156_X_Ssw,0.0
156_X_Tongaat,0.0
156_X_Uct1&2,0.0
157_X_Absa,0.0
157_X_Clicks,0.0
157_X_Distell,0.0
157_X_Impala,0.0
157_X_Oceana1&2,0.0
157_X_Picknpay,0.0
157_X_Sasol,0.0
157_X_Ssw,0.0
157_X_Tongaat,0.0
157_X_Uct1&2,0.0
15_X_Absa,0.0
15_X_Clicks,0.0
15_X_Distell,0.0
15_X_Impala,0.0
15_X_Oceana1&2,0.0
15_X_Picknpay,0.0
15_X_Sasol,0.0
15_X_Ssw,0.0
15_X_Tongaat,0.0
15_X_Uct1&2,0.0
162_X_Absa,0.0
162_X_Clicks,0.0
162_X_Distell,0.0
162_X_Impala,0.0
162_X_Oceana1&2,0.0
162_X_Picknpay,0.0
162_X_Sasol,0.0
162_X_Ssw,0.0
162_X_Tongaat,0.0
162_X_Uct1&2,0.0
163_X_Absa,0.0
163_X_Clicks,0.0
163_X_Distell,0.0
163_X_Impala,0.0
163_X_Oceana1&2,0.0
163_X_Picknpay,0.0
163_X_Sasol,0.0
163_X_Ssw,0.0
163_X_Tongaat,0.0
163_X_Uct1&2,0.0
164_X_Absa,0.0
164_X_Clicks,0.0
164_X_Distell,0.0
164_X_Impala,0.0
164_X_Oceana1&2,0.0
164_X_Picknpay,0.0
164_X_Sasol,0.0
164_X_Ssw,0.0
164_X_Tongaat,0.0
164_X_Uct1&2,0.0
166_X_Absa,0.0
166_X_Clicks,0.0
166_X_Distell,0.0
166_X_Impala,0.0
166_X_Oceana1&2,0.0
166_X_Picknpay,0.0
166_X_Sasol,0.0
166_X_Ssw,0.0
166_X_Tongaat,0.0
166_X_Uct1&2,0.0
169_X_Absa,0.0
169_X_Clicks,0.0
169_X_Distell,0.0
169_X_Impala,0.0
169_X_Oceana1&2,0.0
169_X_Picknpay,0.0
169_X_Sasol,0.0
169_X_Ssw,0.0
169_X_Tongaat,0.0
169_X_Uct1&2,0.0
16_X_Absa,0.0
16_X_Clicks,0.0
16_X_Distell,0.0
16_X_Impala,0.0
16_X_Oceana1&2,0.0
16_X_Picknpay,0.0
16_X_Sasol,0.0
16_X_Ssw,0.0
16_X_Tongaat,0.0
16_X_Uct1&2,0.0
170_X_Absa,0.0
170_X_Clicks,0.0
170_X_Distell,0.0
170_X_Impala,0.0
170_X_Oceana1&2,0.0
170_X_Picknpay,0.0
170_X_Sasol,0.0
170_X_Ssw,0.0
170_X_Tongaat,0.0
170_X_Uct1&2,0.0
172_X_Absa,0.0
172_X_Clicks,0.0
172_X_Distell,0.0
172_X_Impala,0.0
172_X_Oceana1&2,0.0
172_X_Picknpay,0.0
172_X_Sasol,0.0
172_X_Ssw,0.0
172_X_Tongaat,0.0
172_X_Uct1&2,0.0
179_X_Absa,0.0
179_X_Clicks,0.0
179_X_Distell,0.0
179_X_Impala,0.0
179_X_Oceana1&2,0.0
179_X_Picknpay,0.0
179_X_Sasol,0.0
179_X_Ssw,0.0
179_X_Tongaat,0.0
179_X_Uct1&2,0.0
17_X_Absa,0.0
17_X_Clicks,0.0
17_X_Distell,0.0
17_X_Impala,0.0
17_X_Oceana1&2,0.0
17_X_Picknpay,0.0
17_X_Sasol,0.0
17_X_Ssw,0.0
17_X_Tongaat,0.0
17_X_Uct1&2,0.0
183_X_Absa,0.0
183_X_Clicks,0.0
183_X_Distell,0.0
183_X_Impala,0.0
183_X_Oceana1&2,0.0
183_X_Picknpay,0.0
183_X_Sasol,0.0
183_X_Ssw,0.0
183_X_Tongaat,0.0
183_X_Uct1&2,0.0
185_X_Absa,0.0
185_X_Clicks,0.0
185_X_Distell,0.0
185_X_Impala,0.0
185_X_Oceana1&2,0.0
185_X_Picknpay,0.0
185_X_Sasol,0.0
185_X_Ssw,0.0
185_X_Tongaat,0.0
185_X_Uct1&2,0.0
187_X_Absa,0.0
187_X_Clicks,0.0
187_X_Distell,0.0
187_X_Impala,0.0
187_X_Oceana1&2,0.0
187_X_Picknpay,0.0
187_X_Sasol,0.0
187_X_Ssw,0.0
187_X_Tongaat,0.0
187_X_Uct1&2,0.0
188_X_Absa,0.0
188_X_Clicks,0.0
188_X_Distell,0.0
188_X_Impala,0.0
188_X_Oceana1&2,0.0
188_X_Picknpay,0.0
188_X_Sasol,0.0
188_X_Ssw,0.0
188_X_Tongaat,0.0
188_X_Uct1&2,0.0
189_X_Absa,0.0
189_X_Clicks,0.0
189_X_Distell,0.0
189_X_Impala,0.0
189_X_Oceana1&2,0.0
189_X_Picknpay,0.0
189_X_Sasol,0.0
189_X_Ssw,0.0
189_X_Tongaat,0.0
189_X_Uct1&2,0.0
18_X_Absa,0.0
18_X_Clicks,0.0
18_X_Distell,0.0
18_X_Impala,0.0
18_X_Oceana1&2,0.0
18_X_Picknpay,0.0
18_X_Sasol,0.0
18_X_Ssw,0.0
18_X_Tongaat,0.0
18_X_Uct1&2,0.0
190_X_Absa,0.0
190_X_Clicks,0.0
190_X_Distell,0.0
190_X_Impala,0.0
190_X_Oceana1&2,0.0
190_X_Picknpay,0.0
190_X_Sasol,0.0
190_X_Ssw,0.0
190_X_Tongaat,0.0
190_X_Uct1&2,0.0
191_X_Absa,0.0
191_X_Clicks,0.0
191_X_Distell,0.0
191_X_Impala,0.0
191_X_Oceana1&2,0.0
191_X_Picknpay,0.0
191_X_Sasol,0.0
191_X_Ssw,0.0
191_X_Tongaat,0.0
191_X_Uct1&2,0.0
193_X_Absa,0.0
193_X_Clicks,0.0
193_X_Distell,0.0
193_X_Impala,0.0
193_X_Oceana1&2,0.0
193_X_Picknpay,0.0
193_X_Sasol,0.0
193_X_Ssw,0.0
193_X_Tongaat,0.0
193_X_Uct1&2,0.0
194_X_Absa,0.0
194_X_Clicks,0.0
194_X_Distell,0.0
194_X_Impala,0.0
194_X_Oceana1&2,0.0
194_X_Picknpay,0.0
194_X_Sasol,0.0
194_X_Ssw,0.0
194_X_Tongaat,0.0
194_X_Uct1&2,0.0
195_X_Absa,0.0
195_X_Clicks,0.0
195_X_Distell,0.0
195_X_Impala,0.0
195_X_Oceana1&2,0.0
195_X_Picknpay,0.0
195_X_Sasol,0.0
195_X_Ssw,0.0
195_X_Tongaat,0.0
195_X_Uct1&2,0.0
196_X_Absa,0.0
196_X_Clicks,0.0
196_X_Distell,0.0
196_X_Impala,0.0
196_X_Oceana1&2,0.0
196_X_Picknpay,0.0
196_X_Sasol,0.0
196_X_Ssw,0.0
196_X_Tongaat,0.0
196_X_Uct1&2,0.0
197_X_Absa,0.0
197_X_Clicks,0.0
197_X_Distell,0.0
197_X_Impala,0.0
197_X_Oceana1&2,0.0
197_X_Picknpay,0.0
197_X_Sasol,0.0
197_X_Ssw,0.0
197_X_Tongaat,0.0
197_X_Uct1&2,0.0
198_X_Absa,0.0
198_X_Clicks,0.0
198_X_Distell,0.0
198_X_Impala,0.0
198_X_Oceana1&2,0.0
198_X_Picknpay,0.0
198_X_Sasol,0.0
198_X_Ssw,0.0
198_X_Tongaat,0.0
198_X_Uct1&2,0.0
203_X_Absa,0.0
203_X_Clicks,0.0
203_X_Distell,0.0
203_X_Impala,0.0
203_X_Oceana1&2,0.0
203_X_Picknpay,0.0
203_X_Sasol,0.0
203_X_Ssw,0.0
203_X_Tongaat,0.0
203_X_Uct1&2,0.0
20_X_Absa,0.0
20_X_Clicks,0.0
20_X_Distell,0.0
20_X_Impala,0.0
20_X_Oceana1&2,0.0
20_X_Picknpay,0.0
20_X_Sasol,0.0
20_X_Ssw,0.0
20_X_Tongaat,0.0
20_X_Uct1&2,0.0
212_X_Absa,0.0
212_X_Clicks,0.0
212_X_Distell,0.0
212_X_Impala,0.0
212_X_Oceana1&2,0.0
212_X_Picknpay,0.0
212_X_Sasol,0.0
212_X_Ssw,0.0
212_X_Tongaat,0.0
212_X_Uct1&2,0.0
213_X_Absa,0.0
213_X_Clicks,0.0
213_X_Distell,0.0
213_X_Impala,0.0
213_X_Oceana1&2,0.0
213_X_Picknpay,0.0
213_X_Sasol,0.0
213_X_Ssw,0.0
213_X_Tongaat,0.0
213_X_Uct1&2,0.0
214_X_Absa,0.0
214_X_Clicks,0.0
214_X_Distell,0.0
214_X_Impala,0.0
214_X_Oceana1&2,0.0
214_X_Picknpay,0.0
214_X_Sasol,0.0
214_X_Ssw,0.0
214_X_Tongaat,0.0
214_X_Uct1&2,0.0
216_X_Absa,0.0
216_X_Clicks,0.0
216_X_Distell,0.0
216_X_Impala,0.0
216_X_Oceana1&2,0.0
216_X_Picknpay,0.0
216_X_Sasol,0.0
